Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,TotalWorkingYears,YearsInCurrentRole,C0,C1,Attrition
45,2,1,3,1,0,0.5189833368487661,24,7,13.180296725834609,4.658017530673352,0
29,1,3,2,4,0,0.4136258173381143,6,4,-10.84819351480683,1.488883795615994,0
51,3,3,1,4,1,0.09038177599662518,1,0,2.078775862418105,-17.30657358625963,0
34,3,2,2,4,1,0.24984180552626029,16,10,0.004018860174319627,7.397959128328802,0
40,4,3,1,1,2,0.053206074667791606,15,4,3.141241574738224,0.4195110471092516,1
42,1,3,3,1,1,0.6423750263657456,20,0,7.548914718943038,1.020794083504894,0
39,4,4,3,3,1,0.38114321873022566,11,6,0.20820084522198812,-0.6077571127719885,0
40,2,3,1,2,1,0.07266399493777684,7,2,-2.1891502799694607,-5.65229806701336,0
45,1,3,3,2,0,0.339168951697954,10,8,4.353888227697581,-4.172502150676175,0
40,3,3,1,3,1,0.052309639316599876,20,3,6.226817068766316,3.3174148814704267,0
34,2,3,3,1,0,0.4714722632356043,11,2,-4.029399132573566,0.9055140523791003,1
32,3,3,3,4,2,0.5352246361527104,10,7,-5.61830961663097,3.542725314428914,0
50,4,2,3,1,0,0.6464880826829783,19,11,14.232129146083906,-0.14886280470898505,0
37,1,3,1,4,0,0.09407298038388526,13,8,0.06800036069046911,2.646104565575003,0
29,3,3,3,4,2,0.34507487871757014,9,7,-8.532326737556065,4.757001969848586,1
31,1,3,3,1,1,0.4549673064754271,9,2,-7.581912284977154,1.469421920872879,0
38,4,2,1,3,1,0.14200590592701962,5,4,-4.755332867130271,-4.899413970444604,0
27,4,3,2,3,2,0.47310693946424803,7,7,-11.394343229822066,4.602398617846296,0
41,3,3,1,1,1,0.06480700274203754,7,0,-1.6640278638242378,-7.105504420602946,0
40,3,2,5,3,2,0.9817021725374394,21,7,7.612259656121751,5.964981247141924,0
30,3,3,2,1,0,0.16378401181185404,8,3,-8.936729247531307,1.7466826575492291,0
30,3,3,2,3,0,0.13087956127399283,10,7,-7.199713202250123,4.705450060759823,0
34,2,3,1,2,0,0.052678759755325884,1,0,-10.791813822523185,-6.66952921806485,0
40,4,3,2,1,1,0.191415313225058,5,4,-3.1697908102388297,-6.083786362575379,0
29,4,3,1,2,0,0.06791816072558532,2,2,-13.714469315214174,-2.0775187027261968,0
46,4,3,5,2,1,0.9529635098080573,25,2,14.139513361971673,2.78206184445477,0
41,3,3,3,3,0,0.37861210715039023,12,7,2.482924103774373,-0.7720241500299174,0
39,1,1,2,3,1,0.249261759122548,10,2,-0.9572959324882646,-2.9350703714081607,0
29,4,3,1,2,0,0.12033326302467834,8,5,-9.536387735438975,3.1042737529195783,0
52,4,3,4,4,1,0.8197637629192154,31,2,22.445225563086673,2.9028677474474947,0
37,3,3,1,3,1,0.10477747310693947,8,4,-3.5943997867866386,-2.302024254363795,0
44,3,3,1,4,0,0.11527103986500738,8,2,1.4826603490171948,-7.495365980664728,0
45,1,3,2,1,1,0.17280109681501793,5,1,0.27871856461873534,-10.419549207575534,1
47,2,3,2,3,2,0.10372284328200801,5,0,1.6709384157019045,-12.084478703205944,0
37,4,3,1,1,0,0.10678126977430921,18,7,3.1400885315918146,5.504230561528413,0
41,2,3,2,4,2,0.2628137523729171,8,4,-0.495123629227912,-4.712346063542325,1
57,4,3,2,3,1,0.3029951487028053,15,2,15.865998264919604,-10.941239232877221,0
18,3,3,1,3,2,0.04719468466568234,0,0,-23.561145476716447,2.673277655752319,1
32,3,3,2,4,0,0.29835477747310696,9,1,-7.010732804939945,0.34563552021417365,0
33,1,3,3,1,2,0.3983864163678549,11,0,-5.025036224107808,0.715124481808374,1
32,4,3,1,4,0,0.06881459607677705,4,0,-10.394457413891434,-3.450127268518761,0
39,1,2,1,1,2,0.13905294241721156,11,0,-0.6238202545240839,-3.194917533995101,1
58,3,2,3,1,1,0.4745306897279055,31,9,27.721292649848337,1.9366291316115287,1
31,2,3,2,4,2,0.29387260071714827,10,5,-6.676709106046957,3.270716807728764,0
39,3,3,1,1,2,0.15265766715882725,6,2,-3.5909572436536124,-5.694584888081229,1
27,3,3,3,1,1,0.3376397384518034,9,7,-10.04295847501379,6.002228797702016,0
44,3,3,1,3,2,0.10161358363214512,6,4,0.42562038345641895,-8.000090529480422,1
45,4,3,1,4,0,0.06649441046192786,8,3,2.3521687481249742,-7.719277841844379,0
40,3,2,4,2,1,0.6588272516346763,22,3,7.721192301819279,4.89866585615172,0
47,3,3,3,2,1,0.5773043661674753,14,8,8.418408919674278,-2.7985172264916596,0
34,4,3,1,2,2,0.06865640160303733,9,2,-5.46541973728079,-0.5960864861494279,0
44,4,3,2,4,2,0.1862476270828939,20,11,10.241226152615724,4.167081215237969,0
36,1,4,2,1,1,0.191415313225058,17,7,1.8171340859746508,5.561703310058098,0
27,1,1,1,3,1,0.1904661463826197,3,2,-14.588062205043979,-0.12282673557967172,0
24,1,3,1,2,2,0.11564016030373339,6,3,-14.83387710786874,4.1130057873297545,1
39,3,3,3,3,2,0.5235709765872179,20,6,5.955809472472318,5.34060235488333,0
36,4,2,1,3,1,0.12544821767559586,2,0,-8.646570047291128,-7.262079841661221,1
50,3,3,3,4,2,0.43234549673064754,16,2,11.271612528765019,-5.812133870437199,0
41,4,3,4,2,2,0.7912887576460662,22,10,9.279386102396828,7.12132437833638,0
31,4,3,2,3,1,0.27262180974477956,10,2,-7.021756078062872,2.0283264238273926,1
39,3,2,5,4,1,0.9630352246361528,21,9,7.08919247516976,7.412428451885474,0
44,2,3,1,4,2,0.0752478380088589,6,3,0.31247873893268974,-8.400743623185258,0
33,4,2,2,2,2,0.1745939675174014,5,3,-8.592351148970089,-2.1027389850014,0
33,3,3,2,3,0,0.3213984391478591,6,0,-8.284154185029585,-2.6676739667357037,0
37,3,2,2,4,0,0.2489981016663151,9,2,-3.109903995505128,-2.3631063263478165,0
37,3,3,1,1,1,0.1288230331153765,17,4,2.1543043097962453,3.6233785322945504,0
27,3,3,1,1,0,0.10715039021303523,5,3,-13.195533474898205,1.5644078722272763,1
29,3,2,1,2,1,0.08104830204598186,6,2,-11.16247482686152,0.5741494471987867,1
44,1,2,3,4,1,0.4871862476270829,24,6,12.305787630047035,4.875454306915326,0
23,1,4,1,1,1,0.09544399915629614,5,2,-16.340163009389247,3.6584038749829038,0
43,4,4,1,4,0,0.05695001054629825,7,4,0.31401021549855557,-6.7287050045588455,0
29,2,3,1,3,0,0.12286437460451381,10,7,-8.024536436125441,5.256218468728061,1
27,4,2,1,1,1,0.1985340645433453,8,6,-10.940437011101196,4.772989273322789,0
46,3,3,3,2,1,0.33247205230963933,14,7,7.542184632233209,-2.5867296105397504,1
32,3,3,1,3,2,0.10699219573929551,8,4,-7.386240465350333,0.8243818376023775,0
37,1,3,3,2,2,0.34976798143851506,10,0,-2.634633099645221,-2.4444705235315443,0
30,3,3,2,1,0,0.10878506644167897,12,9,-5.692819253901124,6.836434602296433,0
38,4,2,2,4,2,0.15919637207340223,8,7,-2.4290967810317667,-1.6125616130360214,0
33,4,3,2,4,0,0.23708078464458976,6,2,-8.057583816109489,-1.8550832951999343,0
43,4,3,2,3,0,0.24625606412149337,10,7,2.6467491634560716,-3.4312943831631504,0
32,2,3,2,2,1,0.27478380088588905,10,4,-6.030070910181308,2.232224432580317,0
31,2,3,1,3,1,0.1301413203965408,6,2,-9.643939162858121,-0.6777135267193284,0
52,4,3,2,3,1,0.11284539126766505,9,2,8.243473742064857,-11.770144960720215,0
44,4,4,4,4,1,0.6491773887365535,23,11,12.308656567475701,6.305557128658236,0
29,1,2,1,4,0,0.08031006116852984,8,3,-9.760940582032706,2.3206028198697233,0
33,3,3,1,4,1,0.0752478380088589,8,4,-6.624570815991966,0.20203059194623663,1
31,2,1,2,3,1,0.1871967939253322,4,2,-10.852345054824752,-1.8916102004116784,1
37,2,3,3,4,0,0.5893271461716937,10,8,-1.7038229979017885,0.8346710991530291,0
38,4,3,1,3,1,0.12112423539337693,7,0,-3.9374995590577484,-5.229701926538771,0
33,4,3,1,2,1,0.09212191520776207,8,7,-6.281700754913967,1.4185697056304676,0
